ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,rtn_t+3,eps_est,eps_actual,surp_amt,rev_surp%,report_day_of week,t-1,t+3,rtn_t+3_check,mkt_t+3_rtn,rel_t+3_rtn,num_ests_qtr_end,t-7,t-7_high_est,t-7_low_est,est_spread,spread_adj_surp,
LQDT,"Liquidity Services, Inc.",LQDT.1Q14,3400,3450,1Q14,2014/2F,4.6,05/08/2014,-23.7,0.35,0.26,-0.09,6.8,4,5/7/2014,5/13/2014,-23.7,1.0,-24.7,10,5/1/2014,0.37,0.33,0.04,-2.166,
SPWR,SunPower Corporation,SPWR.1Q14,1200,1235,1Q14,2014/1F,51.4,04/25/2014,4.4,0.33,0.49,0.16,0.5,5,4/24/2014,4/30/2014,4.4,0.2,4.2,13,4/18/2014,0.37,0.29,0.08,2.164,
CRUS,"Cirrus Logic, Inc.",CRUS.1Q14,1300,1305,1Q14,2013/4F,75.5,04/25/2014,8.1,0.32,0.41,0.09,4.6,5,4/24/2014,4/30/2014,8.1,0.2,7.9,9,4/18/2014,0.34,0.30,0.04,2.156,
AHL,Aspen Insurance Holdings Limited,AHL.1Q14,4800,4855,1Q14,2014/1F,19.1,04/24/2014,1.6,1.07,1.55,0.48,6.9,4,4/23/2014,4/29/2014,1.6,0.0,1.6,7,4/17/2014,1.22,1.00,0.23,2.123,
CVI,"CVR Energy, Inc.",CVI.1Q14,2100,2120,1Q14,2014/1F,16.2,05/01/2014,-0.3,0.81,0.94,0.13,9.0,4,4/30/2014,5/6/2014,-0.3,-0.9,0.6,2,4/24/2014,0.84,0.78,0.06,2.113,
HSNI,"HSN, Inc.",HSNI.1Q14,3500,3545,1Q14,2014/1F,16.2,05/01/2014,-7.6,0.58,0.50,-0.08,-1.9,4,4/30/2014,5/6/2014,-7.6,-0.9,-6.8,9,4/24/2014,0.60,0.56,0.04,-2.101,
GIII,"G-III Apparel Group, Ltd.",GIII.1Q14,2400,2440,1Q14,2014/1F,24.7,06/03/2014,8.9,-0.07,0.03,0.10,5.8,2,6/2/2014,6/6/2014,8.9,1.4,7.5,9,5/27/2014,-0.05,-0.10,0.05,2.090,
OZM,Och-Ziff Capital Management Group LLC Class A,OZM.1Q14,4800,4845,1Q14,2014/1F,8.9,05/02/2014,-1.4,1.60,2.50,0.90,27.7,5,5/1/2014,5/7/2014,-1.4,-0.3,-1.1,8,4/25/2014,1.83,1.40,0.43,2.087,
HE,"Hawaiian Electric Industries, Inc.",HE.1Q14,4700,4705,1Q14,2014/1F,18.6,05/07/2014,2.3,0.35,0.45,0.10,6.1,3,5/6/2014,5/12/2014,2.3,1.6,0.7,2,4/30/2014,0.37,0.32,0.05,2.068,
HLSSF,"Home Loan Servicing Solutions, Ltd.",HLSSF.1Q14,4800,4830,1Q14,2014/1F,10.9,04/17/2014,3.6,0.53,0.61,0.08,3.9,4,4/16/2014,4/22/2014,3.2,1.0,2.2,9,4/10/2014,0.54,0.50,0.04,2.055,
OSIS,"OSI Systems, Inc.",OSIS.1Q14,1300,1315,1Q14,2014/3F,18.2,04/30/2014,-0.3,0.78,0.70,-0.08,-5.9,3,4/29/2014,5/5/2014,-0.3,0.4,-0.7,5,4/23/2014,0.80,0.76,0.04,-2.050,
IDTI,"Integrated Device Technology, Inc.",IDTI.1Q14,1300,1305,1Q14,2013/4F,65.5,05/06/2014,3.4,0.13,0.14,0.01,1.0,2,5/5/2014,5/9/2014,3.4,-0.4,3.8,8,4/29/2014,0.13,0.13,0.00,2.048,
CVG,Convergys Corporation,CVG.1Q14,3300,3305,1Q14,2014/1F,11.9,05/13/2014,0.2,0.26,0.32,0.06,18.9,2,5/12/2014,5/16/2014,0.2,-1.1,1.3,4,5/6/2014,0.27,0.24,0.03,2.027,
ADSK,"Autodesk, Inc.",ADSK.1Q14,3300,3310,1Q14,2014/1F,254.5,05/16/2014,6.5,0.21,0.32,0.11,4.2,5,5/15/2014,5/21/2014,6.5,0.9,5.6,18,5/9/2014,0.25,0.20,0.05,2.019,
EQY,"Equity One, Inc.",EQY.1Q14,4800,4890,1Q14,2014/1F,13.7,05/01/2014,-0.9,0.12,0.20,0.08,5.3,4,4/30/2014,5/6/2014,-0.9,-0.9,0.0,4,4/24/2014,0.13,0.09,0.04,2.014,
GLUU,Glu Mobile Inc.,GLUU.1Q14,3300,3320,1Q14,2014/1F,19.4,05/01/2014,2.5,0.02,0.06,0.04,19.0,4,4/30/2014,5/6/2014,2.5,-0.9,3.4,10,4/24/2014,0.03,0.01,0.02,2.000,
HOLX,"Hologic, Inc.",HOLX.1Q14,2300,2325,1Q14,2014/2F,89.7,05/01/2014,12.5,0.33,0.37,0.04,2.6,4,4/30/2014,5/6/2014,12.5,-0.9,13.4,20,4/24/2014,0.34,0.32,0.02,1.994,
FLT,"FleetCor Technologies, Inc.",FLT.1Q14,3200,3205,1Q14,2014/1F,177.9,05/02/2014,4.5,1.07,1.12,0.05,4.7,5,5/1/2014,5/7/2014,4.5,-0.3,4.8,8,4/25/2014,1.09,1.06,0.03,1.983,
CPRI,Capri Holdings Limited,CPRI.1Q14,3500,3525,1Q14,2013/4F,195.9,05/28/2014,-1.3,0.68,0.78,0.10,11.7,3,5/27/2014,6/2/2014,-1.3,0.6,-1.9,21,5/21/2014,0.70,0.65,0.05,1.979,
DF,Dean Foods Company,DF.1Q14,2400,2415,1Q14,2014/1F,34.5,05/08/2014,-0.8,0.01,-0.05,-0.06,3.2,4,5/7/2014,5/13/2014,-0.8,1.0,-1.8,11,5/1/2014,0.03,0.00,0.03,-1.972,
CAKE,Cheesecake Factory Incorporated,CAKE.1Q14,3400,3435,1Q14,2014/1F,37.6,04/24/2014,-4.1,0.49,0.43,-0.06,0.6,4,4/23/2014,4/29/2014,-4.1,0.0,-4.1,22,4/17/2014,0.51,0.48,0.03,-1.957,
DATA,"Tableau Software, Inc. Class A",DATA.1Q14,3300,3308,1Q14,2014/1F,97.3,05/06/2014,-5.2,-0.11,-0.01,0.10,18.2,2,5/5/2014,5/9/2014,-5.2,-0.4,-4.8,19,4/29/2014,-0.08,-0.13,0.05,1.957,
BIG,"Big Lots, Inc.",BIG.1Q14,3500,3520,1Q14,2014/1F,68.3,05/30/2014,17.0,0.44,0.50,0.06,1.4,5,5/29/2014,6/4/2014,17.0,0.4,16.6,15,5/23/2014,0.46,0.43,0.03,1.951,
ENH,Endurance Specialty Holdings Ltd.,ENH.1Q14,4800,4855,1Q14,2014/1F,13.0,05/06/2014,3.6,1.07,2.12,1.05,-29.8,2,5/5/2014,5/9/2014,3.6,-0.4,4.0,7,4/29/2014,1.32,0.78,0.54,1.945,
MAN,ManpowerGroup Inc.,MAN.1Q14,3200,3235,1Q14,2014/1F,77.3,04/23/2014,1.7,0.68,0.86,0.18,1.5,3,4/22/2014,4/28/2014,1.7,-0.7,2.4,14,4/16/2014,0.70,0.61,0.09,1.938,
EME,"EMCOR Group, Inc.",EME.1Q14,3100,3115,1Q14,2014/1F,23.3,04/29/2014,1.4,0.53,0.64,0.12,-1.3,2,4/28/2014,5/2/2014,1.4,0.7,0.7,5,4/22/2014,0.55,0.49,0.06,1.917,
LCI,"Lannett Company, Inc.",LCI.1Q14,2300,2305,1Q14,2014/3F,15.3,05/08/2014,7.9,0.59,0.63,0.04,-5.0,4,5/7/2014,5/13/2014,7.9,1.0,6.8,5,5/1/2014,0.61,0.59,0.02,1.875,
GEO,GEO Group Inc,GEO.1Q14,4800,4890,1Q14,2014/1F,18.6,04/29/2014,3.3,0.22,0.26,0.04,0.8,2,4/28/2014,5/2/2014,3.3,0.7,2.6,4,4/22/2014,0.23,0.21,0.02,1.872,
NUS,"Nu Skin Enterprises, Inc. Class A",NUS.1Q14,2400,2435,1Q14,2014/1F,182.4,05/06/2014,-13.5,0.94,1.05,0.11,2.3,2,5/5/2014,5/9/2014,-13.5,-0.4,-13.1,7,4/29/2014,0.97,0.91,0.06,1.857,
ENV,"Envestnet, Inc.",ENV.1Q14,3200,3220,1Q14,2014/1F,13.8,05/09/2014,10.6,0.15,0.17,0.02,1.2,5,5/8/2014,5/14/2014,10.6,0.6,9.9,8,5/2/2014,0.16,0.15,0.01,1.853,
MGLN,"Magellan Health, Inc.",MGLN.1Q14,3350,3355,1Q14,2014/1F,12.3,04/29/2014,2.7,0.75,0.92,0.17,-3.5,2,4/28/2014,5/2/2014,2.7,0.7,2.0,7,4/22/2014,0.80,0.71,0.09,1.847,
MJN,Mead Johnson Nutrition Company,MJN.1Q14,2400,2435,1Q14,2014/1F,168.9,04/24/2014,4.5,0.91,1.02,0.11,1.5,4,4/23/2014,4/29/2014,4.5,0.0,4.5,12,4/17/2014,0.94,0.88,0.06,1.843,
HIW,"Highwoods Properties, Inc.",HIW.1Q14,4800,4890,1Q14,2014/1F,31.6,04/30/2014,2.1,0.17,0.13,-0.04,1.8,3,4/29/2014,5/5/2014,2.1,0.4,1.7,4,4/23/2014,0.18,0.16,0.02,-1.833,
HR,Healthcare Realty Trust Incorporated,HR.1Q14,4800,4890,1Q14,2014/1F,13.5,05/01/2014,-0.5,0.08,0.04,-0.04,-2.3,4,4/30/2014,5/6/2014,-0.5,-0.9,0.3,3,4/24/2014,0.09,0.07,0.02,-1.833,
NWSA,News Corporation Class A,NWSA.1Q14,3400,3420,1Q14,2014/3F,50.8,05/09/2014,0.5,0.02,0.11,0.09,0.4,5,5/8/2014,5/14/2014,0.5,0.6,-0.2,7,5/2/2014,0.04,-0.01,0.05,1.819,
TEL,TE Connectivity Ltd.,TEL.1Q14,1300,1310,1Q14,2014/2F,135.2,04/23/2014,-4.9,0.91,0.95,0.04,-0.7,3,4/22/2014,4/28/2014,-4.9,-0.7,-4.2,11,4/16/2014,0.92,0.90,0.02,1.789,
NVDA,NVIDIA Corporation,NVDA.1Q14,1300,1305,1Q14,2014/1F,819.9,05/06/2014,-3.1,0.16,0.24,0.08,4.4,2,5/5/2014,5/9/2014,-3.1,-0.4,-2.7,26,4/29/2014,0.19,0.15,0.04,1.787,
COP,ConocoPhillips,COP.1Q14,2100,2105,1Q14,2014/1F,316.1,05/01/2014,3.7,1.56,1.81,0.25,51.1,4,4/30/2014,5/6/2014,3.7,-0.9,4.6,15,4/24/2014,1.64,1.50,0.14,1.775,
NXPI,NXP Semiconductors NV,NXPI.1Q14,1300,1305,1Q14,2014/1F,307.1,04/24/2014,-2.1,0.91,0.98,0.07,1.1,4,4/23/2014,4/29/2014,-2.1,0.0,-2.1,15,4/17/2014,0.93,0.89,0.04,1.765,
HCBK,"Hudson City Bancorp, Inc.",HCBK.1Q14,4800,4805,1Q14,2014/1F,32.2,04/29/2014,0.4,0.07,0.09,0.02,9.5,2,4/28/2014,5/2/2014,0.4,0.7,-0.3,4,4/22/2014,0.08,0.07,0.01,1.750,
PFG,"Principal Financial Group, Inc.",PFG.1Q14,4800,4865,1Q14,2014/1F,73.3,04/25/2014,4.6,0.92,1.06,0.14,2.6,5,4/24/2014,4/30/2014,4.6,0.2,4.4,19,4/18/2014,0.96,0.88,0.08,1.747,
HAE,Haemonetics Corporation,HAE.1Q14,2300,2325,1Q14,2013/4F,28.4,04/28/2014,-7.0,0.58,0.46,-0.12,-1.5,1,4/25/2014,5/1/2014,-7.0,1.0,-8.0,11,4/21/2014,0.63,0.56,0.07,-1.740,
BIP,Brookfield Infrastructure Partners L.P.,BIP.1Q14,4700,4705,1Q14,2014/1F,13.4,05/05/2014,4.3,0.25,0.07,-0.19,-25.7,1,5/2/2014,5/8/2014,4.3,-0.4,4.7,2,4/28/2014,0.31,0.20,0.11,-1.732,
LRCX,Lam Research Corporation,LRCX.1Q14,1300,1355,1Q14,2014/3F,252.0,04/24/2014,7.7,1.16,1.26,0.10,0.8,4,4/23/2014,4/29/2014,7.7,0.0,7.7,19,4/17/2014,1.20,1.15,0.05,1.732,
FCFS,"FirstCash, Inc.",FCFS.1Q14,4800,4830,1Q14,2014/1F,11.2,04/17/2014,-0.1,0.66,0.78,0.12,2.2,4,4/16/2014,4/22/2014,-1.9,1.0,-2.9,13,4/10/2014,0.70,0.63,0.07,1.725,
RGR,"Sturm, Ruger & Company, Inc.",RGR.1Q14,1400,1435,1Q14,2014/1F,25.3,05/06/2014,2.2,1.12,1.22,0.10,7.7,2,5/5/2014,5/9/2014,2.2,-0.4,2.6,3,4/29/2014,1.14,1.08,0.06,1.722,
IFF,International Flavors & Fragrances Inc.,IFF.1Q14,2400,2435,1Q14,2014/1F,51.2,05/06/2014,0.5,1.25,1.32,0.07,1.0,2,5/5/2014,5/9/2014,0.5,-0.4,0.9,7,4/29/2014,1.27,1.23,0.04,1.721,
HSH,Hillshire Brands Company,HSH.1Q14,2400,2405,1Q14,2014/3F,61.1,05/06/2014,4.7,0.36,0.46,0.10,1.6,2,5/5/2014,5/9/2014,4.7,-0.4,5.1,9,4/29/2014,0.39,0.33,0.06,1.721,
BCOR,"Blucora, Inc.",BCOR.1Q14,3300,3320,1Q14,2014/1F,16.5,05/02/2014,-12.1,1.03,1.12,0.09,-0.4,5,5/1/2014,5/7/2014,-12.1,-0.3,-11.8,5,4/25/2014,1.05,1.00,0.05,1.720,
KLAC,KLA-Tencor Corporation,KLAC.1Q14,1300,1355,1Q14,2014/3F,113.1,04/25/2014,-5.5,1.11,1.23,0.12,1.1,5,4/24/2014,4/30/2014,-5.5,0.2,-5.7,18,4/18/2014,1.14,1.07,0.07,1.719,
CTB,Cooper Tire & Rubber Company,CTB.1Q14,1400,1410,1Q14,2014/1F,51.6,05/02/2014,7.5,0.49,0.71,0.22,-4.7,5,5/1/2014,5/7/2014,7.5,-0.3,7.8,3,4/25/2014,0.55,0.42,0.13,1.718,
CBL,"CBL & Associates Properties, Inc.",CBL.1Q14,4800,4890,1Q14,2014/1F,34.6,04/29/2014,1.9,0.12,0.26,0.14,0.9,2,4/28/2014,5/2/2014,1.9,0.7,1.2,3,4/22/2014,0.16,0.08,0.08,1.715,
FAF,First American Financial Corporation,FAF.1Q14,4800,4875,1Q14,2014/1F,31.0,04/24/2014,1.0,0.08,0.20,0.12,8.6,4,4/23/2014,4/29/2014,1.0,0.0,1.0,5,4/17/2014,0.10,0.03,0.07,1.714,
XOOM,Xoom Corporation,XOOM.1Q14,3300,3305,1Q14,2014/1F,12.0,04/23/2014,10.5,-0.04,0.06,0.10,4.6,3,4/22/2014,4/28/2014,10.5,-0.7,11.2,7,4/16/2014,-0.01,-0.07,0.06,1.708,
EPAM,"EPAM Systems, Inc.",EPAM.1Q14,3300,3308,1Q14,2014/1F,44.1,05/01/2014,3.8,0.41,0.47,0.06,5.2,4,4/30/2014,5/6/2014,3.8,-0.9,4.7,6,4/24/2014,0.43,0.39,0.04,1.694,
OVTI,"OmniVision Technologies, Inc.",OVTI.1Q14,1300,1305,1Q14,2013/4F,33.2,05/30/2014,11.0,0.26,0.40,0.14,13.7,5,5/29/2014,6/4/2014,11.0,0.4,10.6,12,5/23/2014,0.32,0.24,0.08,1.693,
CVA,Covanta Holding Corporation,CVA.1Q14,3100,3120,1Q14,2014/1F,29.6,04/23/2014,2.8,-0.15,-0.03,0.12,4.9,3,4/22/2014,4/28/2014,2.8,-0.7,3.5,8,4/16/2014,-0.11,-0.18,0.07,1.684,
CCL.U,Carnival Corporation,CCL.U.1Q14,3400,3440,1Q14,2014/1F,203.6,03/25/2014,-6.9,-0.08,0.00,0.08,0.6,2,3/24/2014,3/28/2014,-6.9,-0.1,-6.8,1,3/18/2014,-0.06,-0.11,0.05,1.680,
HIG,"Hartford Financial Services Group, Inc.",HIG.1Q14,4800,4860,1Q14,2014/1F,181.1,04/29/2014,3.8,0.93,1.18,0.25,-53.3,2,4/28/2014,5/2/2014,3.8,0.7,3.1,19,4/22/2014,0.99,0.84,0.15,1.679,
AROPQ,ARO Liquidation Inc,AROPQ.1Q14,3500,3525,1Q14,2014/1F,6.9,05/23/2014,-12.2,-0.72,-0.52,0.20,-3.3,5,5/22/2014,5/28/2014,-11.9,0.9,-12.9,24,5/16/2014,-0.63,-0.75,0.12,1.679,
OAK,"Oaktree Capital Group, LLC Class A",OAK.1Q14,4800,4845,1Q14,2014/1F,10.8,05/01/2014,-1.4,1.09,1.46,0.37,32.3,4,4/30/2014,5/6/2014,-1.4,-0.9,-0.5,8,4/24/2014,1.23,1.01,0.22,1.675,
APTV,Aptiv PLC,APTV.1Q14,1200,1225,1Q14,2014/1F,141.7,04/24/2014,-3.7,0.91,1.01,0.10,-0.4,4,4/23/2014,4/29/2014,-3.7,0.0,-3.6,16,4/17/2014,0.94,0.88,0.06,1.674,
DIS,Walt Disney Company,DIS.1Q14,3400,3405,1Q14,2014/2F,753.7,05/07/2014,1.7,0.96,1.11,0.15,3.5,3,5/6/2014,5/12/2014,1.7,1.6,0.1,26,4/30/2014,1.00,0.91,0.09,1.670,
NPO,"EnPro Industries, Inc.",NPO.1Q14,1200,1210,1Q14,2014/1F,18.5,05/01/2014,-4.9,0.30,0.05,-0.25,-0.3,4,4/30/2014,5/6/2014,-4.9,-0.9,-4.0,5,4/24/2014,0.36,0.21,0.15,-1.667,
SWI.3,"SolarWinds, Inc.",SWI.3.1Q14,3300,3310,1Q14,2014/1F,41.9,04/30/2014,-6.0,0.36,0.41,0.05,2.7,3,4/29/2014,5/5/2014,-6.0,0.4,-6.3,14,4/23/2014,0.38,0.35,0.03,1.667,
GMCR,"Keurig Green Mountain, Inc.",GMCR.1Q14,2400,2410,1Q14,2014/2F,451.6,05/08/2014,29.1,0.95,1.08,0.13,5.2,4,5/7/2014,5/13/2014,29.1,1.0,28.1,13,5/1/2014,0.99,0.91,0.08,1.656,
NEU,NewMarket Corporation,NEU.1Q14,2200,2210,1Q14,2014/1F,23.7,04/24/2014,-7.5,5.32,4.54,-0.78,-2.8,4,4/23/2014,4/29/2014,-7.5,0.0,-7.5,5,4/17/2014,5.54,5.07,0.47,-1.655,
CI,Cigna Corporation,CI.1Q14,3350,3355,1Q14,2014/1F,310.8,05/01/2014,4.8,1.54,1.83,0.29,0.8,4,4/30/2014,5/6/2014,4.8,-0.9,5.6,17,4/24/2014,1.64,1.46,0.18,1.649,
CSCO,"Cisco Systems, Inc.",CSCO.1Q14,1300,1352,1Q14,2014/3F,"1,428.8",05/15/2014,5.7,0.48,0.51,0.03,1.6,4,5/14/2014,5/20/2014,5.7,-0.8,6.6,36,5/8/2014,0.49,0.47,0.02,1.619,
ALTR.1,Altera Corporation,ALTR.1.1Q14,1300,1305,1Q14,2014/1F,132.4,04/25/2014,-4.7,0.32,0.37,0.05,5.3,5,4/24/2014,4/30/2014,-4.7,0.2,-4.9,23,4/18/2014,0.34,0.31,0.03,1.611,
STZ,"Constellation Brands, Inc. Class A",STZ.1Q14,2400,2425,1Q14,2013/4F,235.7,04/09/2014,-4.3,0.76,0.81,0.05,0.1,3,4/8/2014,4/14/2014,-4.3,-1.3,-3.0,10,4/2/2014,0.77,0.74,0.03,1.609,
AX,"Axos Financial, Inc.",AX.1Q14,4800,4825,1Q14,2014/3F,22.7,05/06/2014,-0.7,0.24,0.25,0.01,-0.3,2,5/5/2014,5/9/2014,-0.7,-0.4,-0.3,6,4/29/2014,0.25,0.24,0.01,1.600,
CNX,CNX Resources Corporation,CNX.1Q14,2100,2110,1Q14,2014/1F,40.4,04/29/2014,6.6,0.16,0.44,0.28,8.2,2,4/28/2014,5/2/2014,6.6,0.7,5.9,20,4/22/2014,0.24,0.07,0.18,1.593,
TRV,"Travelers Companies, Inc.",TRV.1Q14,4800,4855,1Q14,2014/1F,304.2,04/22/2014,2.2,2.16,2.95,0.79,0.0,2,4/21/2014,4/25/2014,2.2,-0.5,2.7,27,4/15/2014,2.40,1.90,0.50,1.575,
DAR,Darling Ingredients Inc.,DAR.1Q14,2200,2225,1Q14,2014/1F,19.2,05/09/2014,-1.9,0.17,-0.32,-0.49,-4.3,5,5/8/2014,5/14/2014,-1.9,0.6,-2.6,5,5/2/2014,0.30,-0.01,0.31,-1.574,
MSCI,MSCI Inc. Class A,MSCI.1Q14,3200,3220,1Q14,2014/1F,55.7,04/30/2014,-1.2,0.52,0.46,-0.06,-10.9,3,4/29/2014,5/5/2014,-1.2,0.4,-1.6,8,4/23/2014,0.54,0.50,0.04,-1.570,
ISRG,"Intuitive Surgical, Inc.",ISRG.1Q14,2300,2325,1Q14,2014/1F,419.2,04/23/2014,-12.9,1.10,0.38,-0.72,-9.5,3,4/22/2014,4/28/2014,-12.9,-0.7,-12.2,18,4/16/2014,1.27,0.81,0.46,-1.563,
SANM,Sanmina-SCI Corporation,SANM.1Q14,1300,1310,1Q14,2014/2F,21.4,04/23/2014,12.6,0.39,0.44,0.05,1.9,3,4/22/2014,4/28/2014,12.6,-0.7,13.3,10,4/16/2014,0.41,0.38,0.03,1.562,
NVR,"NVR, Inc.",NVR.1Q14,1400,1415,1Q14,2014/1F,94.8,04/21/2014,-4.3,9.80,5.16,-4.64,-4.0,1,4/18/2014,4/24/2014,-4.3,0.7,-5.1,9,4/14/2014,11.53,8.55,2.98,-1.556,
AOBC,American Outdoor Brands Corporation,AOBC.1Q14,1300,1330,1Q14,2013/4F,30.2,06/20/2014,-11.9,0.39,0.44,0.05,3.9,5,6/19/2014,6/25/2014,-11.9,0.0,-11.9,9,6/13/2014,0.40,0.37,0.03,1.556,
AAWW,"Atlas Air Worldwide Holdings, Inc.",AAWW.1Q14,4600,4605,1Q14,2014/1F,19.7,05/01/2014,4.6,0.12,0.45,0.33,9.8,4,4/30/2014,5/6/2014,4.6,-0.9,5.5,11,4/24/2014,0.25,0.04,0.21,1.554,
LSI,"Life Storage, Inc.",LSI.1Q14,4800,4890,1Q14,2014/1F,22.0,05/01/2014,-0.6,0.61,0.51,-0.10,5.4,4,4/30/2014,5/6/2014,-0.6,-0.9,0.3,4,4/24/2014,0.62,0.56,0.06,-1.553,
VVC,Vectren Corporation,VVC.1Q14,4700,4735,1Q14,2014/1F,17.0,05/12/2014,-2.6,0.73,0.62,-0.11,6.7,1,5/9/2014,5/15/2014,-2.6,-0.5,-2.1,5,5/5/2014,0.77,0.70,0.07,-1.539,
ARCO,"Arcos Dorados Holdings, Inc. Class A",ARCO.1Q14,3400,3435,1Q14,2014/1F,9.1,05/06/2014,-5.7,0.04,-0.10,-0.14,-5.9,2,5/5/2014,5/9/2014,-5.7,-0.4,-5.3,2,4/29/2014,0.08,-0.01,0.09,-1.528,
GPRE,Green Plains Inc.,GPRE.1Q14,2200,2210,1Q14,2014/1F,26.4,04/30/2014,-1.7,0.77,1.04,0.27,-9.3,3,4/29/2014,5/5/2014,-1.7,0.4,-2.1,7,4/23/2014,0.85,0.67,0.18,1.523,
BBEPQ,Breitburn Energy Partners LP,BBEPQ.1Q14,2100,2105,1Q14,2014/1F,3.9,05/08/2014,1.4,0.19,-0.08,-0.27,-15.2,4,5/7/2014,5/13/2014,1.4,1.0,0.4,12,5/1/2014,0.31,0.13,0.18,-1.511,
DRH,DiamondRock Hospitality Company,DRH.1Q14,4800,4890,1Q14,2014/1F,21.9,05/12/2014,-4.1,-0.01,0.02,0.03,0.6,1,5/9/2014,5/15/2014,-4.1,-0.5,-3.7,3,5/5/2014,0.00,-0.02,0.02,1.500,
SWKS,"Skyworks Solutions, Inc.",SWKS.1Q14,1300,1305,1Q14,2014/2F,288.1,04/23/2014,9.0,0.59,0.62,0.03,2.3,3,4/22/2014,4/28/2014,9.0,-0.7,9.7,16,4/16/2014,0.60,0.58,0.02,1.500,
WAGE,"WageWorks, Inc.",WAGE.1Q14,3300,3308,1Q14,2014/1F,17.5,05/09/2014,1.5,0.22,0.25,0.03,1.1,5,5/8/2014,5/14/2014,1.5,0.6,0.8,5,5/2/2014,0.23,0.21,0.02,1.500,
AMP,"Ameriprise Financial, Inc.",AMP.1Q14,4800,4840,1Q14,2014/1F,155.9,04/29/2014,8.5,1.88,2.04,0.16,-1.6,2,4/28/2014,5/2/2014,8.5,0.7,7.8,10,4/22/2014,1.95,1.84,0.11,1.466,
UGI,UGI Corporation,UGI.1Q14,4700,4735,1Q14,2014/2F,39.8,05/08/2014,0.8,1.04,1.27,0.23,18.6,4,5/7/2014,5/13/2014,0.8,1.0,-0.2,3,5/1/2014,1.10,0.94,0.16,1.466,
JAH,Jarden Corporation,JAH.1Q14,1400,1420,1Q14,2014/1F,102.1,05/01/2014,-2.2,0.10,0.13,0.03,-0.6,4,4/30/2014,5/6/2014,-2.2,-0.9,-1.4,13,4/24/2014,0.11,0.09,0.02,1.464,
ACAS,"American Capital, Ltd.",ACAS.1Q14,4800,4845,1Q14,2014/1F,42.0,05/08/2014,-3.3,0.21,0.06,-0.15,-29.4,4,5/7/2014,5/13/2014,-3.3,1.0,-4.3,8,5/1/2014,0.24,0.14,0.10,-1.460,
RKUS,"Ruckus Wireless, Inc.",RKUS.1Q14,1300,1345,1Q14,2014/1F,16.8,05/01/2014,-3.4,0.03,0.05,0.02,3.9,4,4/30/2014,5/6/2014,-3.4,-0.9,-2.6,14,4/24/2014,0.04,0.03,0.01,1.455,
SNCR,"Synchronoss Technologies, Inc.",SNCR.1Q14,3300,3320,1Q14,2014/1F,14.7,04/30/2014,4.6,0.38,0.39,0.01,1.9,3,4/29/2014,5/5/2014,4.6,0.4,4.3,12,4/23/2014,0.38,0.37,0.01,1.455,
AFSI,"AmTrust Financial Services, Inc.",AFSI.1Q14,4800,4855,1Q14,2014/1F,36.2,05/01/2014,11.7,0.45,0.62,0.17,40.4,4,4/30/2014,5/6/2014,11.7,-0.9,12.5,8,4/24/2014,0.51,0.40,0.12,1.451,
MGAM,"Multimedia Games Holding Company, Inc.",MGAM.1Q14,1200,1255,1Q14,2014/2F,10.7,04/30/2014,9.3,0.31,0.35,0.04,8.4,3,4/29/2014,5/5/2014,9.3,0.4,8.9,6,4/23/2014,0.32,0.29,0.03,1.444,
TWX,Time Warner Inc.,TWX.1Q14,3400,3430,1Q14,2014/1F,478.4,04/30/2014,4.2,0.88,0.97,0.09,13.8,3,4/29/2014,5/5/2014,4.2,0.4,3.8,23,4/23/2014,0.90,0.84,0.06,1.442,
LL,"Lumber Liquidators Holdings, Inc.",LL.1Q14,3500,3540,1Q14,2014/1F,24.7,04/30/2014,1.0,0.62,0.49,-0.13,-6.1,3,4/29/2014,5/5/2014,1.0,0.4,0.6,14,4/23/2014,0.67,0.58,0.09,-1.437,
SSNC,"SS&C Technologies Holdings, Inc.",SSNC.1Q14,3300,3308,1Q14,2014/1F,19.5,05/02/2014,3.5,0.27,0.28,0.01,0.4,5,5/1/2014,5/7/2014,3.5,-0.3,3.8,7,4/25/2014,0.27,0.26,0.01,1.430,
REG,Regency Centers Corporation,REG.1Q14,4800,4890,1Q14,2014/1F,31.5,05/08/2014,-0.1,0.15,0.21,0.06,4.5,4,5/7/2014,5/13/2014,-0.1,1.0,-1.1,6,5/1/2014,0.17,0.13,0.04,1.426,
WWD,"Woodward, Inc.",WWD.1Q14,1200,1210,1Q14,2014/2F,22.4,04/23/2014,6.1,0.50,0.66,0.16,-1.9,3,4/22/2014,4/28/2014,6.1,-0.7,6.9,9,4/16/2014,0.57,0.46,0.11,1.421,
AWK,"American Water Works Company, Inc.",AWK.1Q14,4700,4755,1Q14,2014/1F,51.2,05/08/2014,0.3,0.34,0.40,0.06,1.8,4,5/7/2014,5/13/2014,0.3,1.0,-0.7,9,5/1/2014,0.36,0.32,0.04,1.412,
TALO,"Talos Energy, Inc.",TALO.1Q14,2100,2110,1Q14,2014/1F,7.5,05/06/2014,-15.5,22.30,29.50,7.21,2.6,2,5/5/2014,5/9/2014,-15.5,-0.4,-15.1,9,4/29/2014,25.53,20.42,5.11,1.411,
